locus_tag	ftype	length_bp	gene	EC_number	COG	product
ERR2663496_00348	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
ERR2663496_00349	CDS	390	cheY		COG0784	Chemotaxis protein CheY
ERR2663496_00350	CDS	648	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
ERR2663496_00351	CDS	1152	flhB		COG1377	Flagellar biosynthetic protein FlhB
ERR2663496_00352	CDS	2079	flhA		COG1298	Flagellar biosynthesis protein FlhA
ERR2663496_00353	CDS	393	flhE			Flagellar protein FlhE
ERR2663496_00354	CDS	1140	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
ERR2663496_00355	CDS	693	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
ERR2663496_00356	CDS	1170	mrdA_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
ERR2663496_00357	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
ERR2663496_00358	CDS	570	yecM		COG3102	Protein YecM
ERR2663496_00359	CDS	780	cutC		COG3142	Copper homeostasis protein CutC
ERR2663496_00360	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
ERR2663496_00361	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
ERR2663496_00362	CDS	396	yecN		COG3788	Inner membrane protein YecN
ERR2663496_00363	CDS	819				hypothetical protein
ERR2663496_00364	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
ERR2663496_00365	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
ERR2663496_00366	CDS	453	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
ERR2663496_00367	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
ERR2663496_00368	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
ERR2663496_00369	CDS	600				hypothetical protein
ERR2663496_00370	CDS	693				hypothetical protein
ERR2663496_00371	CDS	780	ruvA	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvA
ERR2663496_00372	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
ERR2663496_00373	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
ERR2663496_00374	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
ERR2663496_00375	CDS	1002	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
ERR2663496_00376	CDS	1320	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
ERR2663496_00377	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
ERR2663496_00378	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
ERR2663496_00379	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
ERR2663496_00380	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
ERR2663496_00381	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
ERR2663496_00382	CDS	642	eda		COG0800	KHG/KDPG aldolase
ERR2663496_00383	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
ERR2663496_00384	CDS	291				hypothetical protein
ERR2663496_00385	CDS	354	yebF			Protein YebF
ERR2663496_00386	CDS	660	yebE		COG2979	Inner membrane protein YebE
ERR2663496_00387	CDS	2052	ptrB	3.4.21.83	COG1770	Protease 2
ERR2663496_00388	CDS	699	exoX_1	3.1.11.-	COG0847	Exodeoxyribonuclease 10
ERR2663496_00389	CDS	657				hypothetical protein
ERR2663496_00390	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
ERR2663496_00391	CDS	375	yobA		COG2372	Protein YobA
ERR2663496_00392	CDS	876	yebZ		COG1276	Inner membrane protein YebZ
ERR2663496_00393	CDS	354				hypothetical protein
ERR2663496_00394	CDS	330				hypothetical protein
ERR2663496_00395	CDS	201	recT		COG3723	Protein RecT
ERR2663496_00396	CDS	1131				hypothetical protein
ERR2663496_00397	CDS	1980	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
ERR2663496_00398	CDS	228				hypothetical protein
ERR2663496_00399	CDS	615				hypothetical protein
ERR2663496_00400	CDS	159				hypothetical protein
ERR2663496_00401	CDS	915				hypothetical protein
ERR2663496_00402	CDS	126				hypothetical protein
ERR2663496_00403	CDS	1068				IS256 family transposase ISEc39
ERR2663496_00404	CDS	420				hypothetical protein
ERR2663496_00405	CDS	477				hypothetical protein
ERR2663496_00406	CDS	396	ydfO		COG5562	putative protein YdfO
ERR2663496_00407	CDS	465	sopE2			Guanine nucleotide exchange factor sopE2
ERR2663496_00408	CDS	165				hypothetical protein
ERR2663496_00409	CDS	234				hypothetical protein
ERR2663496_00410	CDS	651	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
ERR2663496_00411	CDS	192				hypothetical protein
ERR2663496_00412	CDS	240	yebV			putative protein YebV
ERR2663496_00413	CDS	1542	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
ERR2663496_00414	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
ERR2663496_00415	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
ERR2663496_00416	CDS	570	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
ERR2663496_00417	CDS	687	proQ		COG3109	RNA chaperone ProQ
ERR2663496_00418	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
ERR2663496_00419	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
ERR2663496_00420	CDS	747				hypothetical protein
ERR2663496_00421	CDS	429	ribZ			Riboflavin transporter RibZ
ERR2663496_00422	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
ERR2663496_00423	CDS	240				hypothetical protein
ERR2663496_00424	CDS	144	mgrB			PhoP/PhoQ regulator MgrB
ERR2663496_00425	CDS	288				hypothetical protein
ERR2663496_00426	CDS	210	cspC			Cold shock-like protein CspC
ERR2663496_00427	CDS	1746	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
ERR2663496_00428	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
ERR2663496_00429	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
ERR2663496_00430	CDS	459				hypothetical protein
ERR2663496_00431	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
ERR2663496_00432	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
ERR2663496_00433	CDS	969	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
ERR2663496_00434	CDS	1560				hypothetical protein
ERR2663496_00435	CDS	1602	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
ERR2663496_00436	CDS	1365	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
ERR2663496_00437	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
ERR2663496_00438	CDS	1365	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
ERR2663496_00439	CDS	180				hypothetical protein
ERR2663496_00440	CDS	345	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
ERR2663496_00441	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
ERR2663496_00442	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
ERR2663496_00443	CDS	582	slp		COG3065	Outer membrane protein Slp
ERR2663496_00444	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ERR2663496_00445	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
ERR2663496_00446	CDS	267	minE		COG0851	Cell division topological specificity factor
ERR2663496_00447	CDS	813	minD		COG2894	Septum site-determining protein MinD
ERR2663496_00448	CDS	708	minC		COG0850	Septum site-determining protein MinC
ERR2663496_00449	CDS	294	ycgL		COG3100	Protein YcgL
ERR2663496_00450	CDS	660	ycgM		COG0179	putative protein YcgM
ERR2663496_00451	CDS	447				hypothetical protein
ERR2663496_00452	CDS	138				hypothetical protein
ERR2663496_00453	CDS	174	gnsA			Protein GnsA
ERR2663496_00454	CDS	342	yeaR_1		COG3615	putative protein YeaR
ERR2663496_00455	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
ERR2663496_00456	CDS	1545	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
ERR2663496_00457	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
ERR2663496_00458	CDS	1533				hypothetical protein
ERR2663496_00459	CDS	1299	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
ERR2663496_00460	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
ERR2663496_00461	CDS	1734	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
ERR2663496_00462	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
ERR2663496_00463	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
ERR2663496_00464	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
ERR2663496_00465	CDS	255				hypothetical protein
ERR2663496_00466	CDS	1425	treA_1	3.2.1.28	COG1626	Periplasmic trehalase
ERR2663496_00467	CDS	276	treA_2	3.2.1.28	COG1626	Periplasmic trehalase
ERR2663496_00468	CDS	1170	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
ERR2663496_00469	CDS	105				hypothetical protein
ERR2663496_00470	CDS	90	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
ERR2663496_00471	CDS	1137	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
ERR2663496_00472	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
ERR2663496_00473	CDS	849				hypothetical protein
ERR2663496_00474	CDS	405	hyaE			Hydrogenase-1 operon protein HyaE
ERR2663496_00475	CDS	597	hyaD_1	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
ERR2663496_00476	CDS	732	hyaC_1		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
ERR2663496_00477	CDS	1794	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
ERR2663496_00478	CDS	519	hyaA_1	1.12.99.6	COG1740	Hydrogenase-1 small chain
ERR2663496_00479	CDS	501	hyaA_2	1.12.99.6	COG1740	Hydrogenase-1 small chain
ERR2663496_00480	CDS	1266				hypothetical protein
ERR2663496_00481	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
ERR2663496_00482	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
ERR2663496_00483	CDS	222				hypothetical protein
ERR2663496_00484	CDS	1659	dauA		COG0659	C4-dicarboxylic acid transporter DauA
ERR2663496_00485	CDS	948	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
ERR2663496_00486	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
ERR2663496_00487	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
ERR2663496_00488	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
ERR2663496_00489	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
ERR2663496_00490	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
ERR2663496_00491	CDS	390	ychQ		COG3094	Protein YchQ
ERR2663496_00492	CDS	810				hypothetical protein
ERR2663496_00493	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
ERR2663496_00494	CDS	1227				hypothetical protein
ERR2663496_00495	CDS	291				hypothetical protein
ERR2663496_00496	CDS	414	ibpA_1		COG0071	Small heat shock protein IbpA
ERR2663496_00497	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
ERR2663496_00498	CDS	1662	aspT_1			Aspartate/alanine antiporter
ERR2663496_00499	CDS	201	yidH		COG2149	Inner membrane protein YidH
ERR2663496_00500	CDS	363	yidG			Inner membrane protein YidG
ERR2663496_00501	CDS	531				hypothetical protein
ERR2663496_00502	CDS	1323	dsdA	4.3.1.18	COG3048	D-serine dehydratase
ERR2663496_00503	CDS	1338	dsdX			D-serine transporter DsdX
ERR2663496_00504	CDS	924	dsdC		COG0583	HTH-type transcriptional regulator DsdC
ERR2663496_00505	CDS	1062				hypothetical protein
ERR2663496_00506	CDS	1185	emrD			Multidrug resistance protein D
ERR2663496_00507	CDS	462				hypothetical protein
ERR2663496_00508	CDS	351				hypothetical protein
ERR2663496_00509	CDS	90	tisB			Small toxic protein TisB
ERR2663496_00510	CDS	99				hypothetical protein
ERR2663496_00511	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
ERR2663496_00512	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
ERR2663496_00513	CDS	786	deoR_1		COG1349	Deoxyribose operon repressor
ERR2663496_00514	CDS	921	rbsK_1	2.7.1.15		Ribokinase
ERR2663496_00515	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
ERR2663496_00516	CDS	1014				hypothetical protein
ERR2663496_00517	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
ERR2663496_00518	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
ERR2663496_00519	CDS	1329	uhpC_3		COG2271	Membrane sensor protein UhpC
ERR2663496_00520	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
ERR2663496_00521	CDS	453				hypothetical protein
ERR2663496_00522	CDS	744	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
ERR2663496_00523	CDS	381				hypothetical protein
ERR2663496_00524	CDS	288	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
ERR2663496_00525	CDS	1359	gatC_1		COG3775	PTS system galactitol-specific EIIC component
ERR2663496_00526	CDS	1485	glpK_1	2.7.1.30	COG0554	Glycerol kinase
ERR2663496_00527	CDS	204				hypothetical protein
ERR2663496_00528	CDS	645	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
ERR2663496_00529	CDS	270	ptsH_1			Phosphocarrier protein HPr
ERR2663496_00530	CDS	324				hypothetical protein
ERR2663496_00531	CDS	267				hypothetical protein
ERR2663496_00532	CDS	1194	nepI		COG2814	Purine ribonucleoside efflux pump NepI
ERR2663496_00533	CDS	1383	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
ERR2663496_00534	CDS	294				hypothetical protein
ERR2663496_00535	CDS	2640	dgaR			Transcriptional regulatory protein DagR
ERR2663496_00536	CDS	426				hypothetical protein
ERR2663496_00537	CDS	486	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
ERR2663496_00538	CDS	750	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
ERR2663496_00539	CDS	858	manZ_2		COG3716	PTS system mannose-specific EIID component
ERR2663496_00540	CDS	1110	dgaE_1	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
ERR2663496_00541	CDS	744	dgaF_1	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
ERR2663496_00542	CDS	942				ISNCY family transposase ISRor2
ERR2663496_00543	CDS	903	yicL		COG0697	putative inner membrane transporter YicL
ERR2663496_00544	CDS	684	mgtC		COG1285	Protein MgtC
ERR2663496_00545	CDS	2727	mgtB	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
ERR2663496_00546	CDS	93				hypothetical protein
ERR2663496_00547	CDS	426				hypothetical protein
ERR2663496_00548	CDS	681	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
ERR2663496_00549	CDS	270				hypothetical protein
ERR2663496_00550	CDS	243				hypothetical protein
ERR2663496_00551	CDS	336				hypothetical protein
ERR2663496_00552	CDS	465				hypothetical protein
ERR2663496_00553	CDS	2136				hypothetical protein
ERR2663496_00554	CDS	684				hypothetical protein
ERR2663496_00555	CDS	618	ecpR			HTH-type transcriptional regulator EcpR
ERR2663496_00556	CDS	138				hypothetical protein
ERR2663496_00557	CDS	1029				hypothetical protein
ERR2663496_00558	CDS	333				hypothetical protein
ERR2663496_00559	CDS	570				hypothetical protein
ERR2663496_00560	CDS	597				hypothetical protein
ERR2663496_00561	CDS	390				hypothetical protein
ERR2663496_00562	tRNA	95				tRNA-SeC(tca)
ERR2663496_00563	CDS	1383	yicJ_1		COG2211	Inner membrane symporter YicJ
ERR2663496_00564	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
ERR2663496_00565	CDS	1710				hypothetical protein
ERR2663496_00566	CDS	1392	xanP		COG2233	Xanthine permease XanP
ERR2663496_00567	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
ERR2663496_00568	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
ERR2663496_00569	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
ERR2663496_00570	CDS	2112	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
ERR2663496_00571	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
ERR2663496_00572	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
ERR2663496_00573	CDS	330	ligB_1	6.5.1.2	COG0272	DNA ligase B
ERR2663496_00574	CDS	1347	ligB_2	6.5.1.2	COG0272	DNA ligase B
ERR2663496_00575	CDS	618				hypothetical protein
ERR2663496_00576	CDS	885				hypothetical protein
ERR2663496_00577	CDS	903	yidZ_1			HTH-type transcriptional regulator YidZ
ERR2663496_00578	CDS	864				hypothetical protein
ERR2663496_00579	CDS	717	rph	2.7.7.56		Ribonuclease PH
ERR2663496_00580	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
ERR2663496_00581	CDS	597	slmA			Nucleoid occlusion factor SlmA
ERR2663496_00582	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
ERR2663496_00583	CDS	1224	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
ERR2663496_00584	CDS	666				hypothetical protein
ERR2663496_00585	CDS	237	rpmB		COG0227	50S ribosomal protein L28
ERR2663496_00586	CDS	168	rpmG		COG0267	50S ribosomal protein L33
ERR2663496_00587	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
ERR2663496_00588	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
ERR2663496_00589	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
ERR2663496_00590	CDS	1071	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
ERR2663496_00591	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
ERR2663496_00592	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
ERR2663496_00593	CDS	384				hypothetical protein
ERR2663496_00594	CDS	1080	rfaB	2.4.1.-	COG0438	Lipopolysaccharide 1,6-galactosyltransferase
ERR2663496_00595	CDS	1014				hypothetical protein
ERR2663496_00596	CDS	1011				hypothetical protein
ERR2663496_00597	CDS	699	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
ERR2663496_00598	CDS	810				hypothetical protein
ERR2663496_00599	CDS	1146	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
ERR2663496_00600	CDS	1215				hypothetical protein
ERR2663496_00601	CDS	954	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
ERR2663496_00602	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
ERR2663496_00603	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
ERR2663496_00604	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
ERR2663496_00605	CDS	1026	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
ERR2663496_00606	CDS	1035	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
ERR2663496_00607	CDS	963			COG2861	putative protein
ERR2663496_00608	CDS	1284	envC		COG4942	Murein hydrolase activator EnvC
ERR2663496_00609	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
ERR2663496_00610	CDS	432	yibN		COG0607	putative protein YibN
ERR2663496_00611	CDS	252	grxC		COG0695	Glutaredoxin 3
ERR2663496_00612	CDS	468	secB		COG1952	Protein-export protein SecB
ERR2663496_00613	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
ERR2663496_00614	CDS	822	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
ERR2663496_00615	CDS	831	gudP_1			putative glucarate transporter
ERR2663496_00616	CDS	399	gudP_2			putative glucarate transporter
ERR2663496_00617	CDS	1197		4.2.1.156	COG4948	L-talarate/galactarate dehydratase
ERR2663496_00618	CDS	1005	gntR_1			HTH-type transcriptional regulator GntR
ERR2663496_00619	CDS	474	trmL_1	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
ERR2663496_00620	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
ERR2663496_00621	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
ERR2663496_00622	CDS	1656	lldP		COG1620	L-lactate permease
ERR2663496_00623	CDS	3078	sadA		COG5295	Autotransporter adhesin SadA
ERR2663496_00624	CDS	684	sadB			Inner membrane lipoprotein SadB
ERR2663496_00625	CDS	363	yibL			putative protein YibL
ERR2663496_00626	CDS	207				hypothetical protein
ERR2663496_00627	CDS	591	mtlR		COG3722	Mannitol operon repressor
ERR2663496_00628	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
ERR2663496_00629	CDS	1917	mtlA		COG2213	PTS system mannitol-specific EIICBA component
ERR2663496_00630	CDS	609	yibF		COG0625	putative GST-like protein YibF
ERR2663496_00631	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
ERR2663496_00632	CDS	1851	selB		COG3276	Selenocysteine-specific elongation factor
ERR2663496_00633	CDS	882	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
ERR2663496_00634	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
ERR2663496_00635	CDS	1956	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
ERR2663496_00636	CDS	813	rhaR_1			HTH-type transcriptional activator RhaR
ERR2663496_00637	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
ERR2663496_00638	CDS	861	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
ERR2663496_00639	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
ERR2663496_00640	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
ERR2663496_00641	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
ERR2663496_00642	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
ERR2663496_00643	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
ERR2663496_00644	CDS	933	yiaX1			putative protein YiaX1
ERR2663496_00645	CDS	465	yhcH_1		COG2731	putative protein YhcH
ERR2663496_00646	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
